Latitude,Longitude,Datum,Horizontal Accuracy,State Code,County Code,Site Num,Parameter Code,POC,AQS Parameter Desc,Date Local,24 Hour Local,Date GMT,24 Hour GMT,Year GMT,Day In Year GMT,Sample Measurement,Units of Measure,Sample Duration,Sample Frequency,Detection Limit,Measurement Uncertainty,Qualifier Description,Method Type,Method Description
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","06:00","2018-03-15","14:00",2018,74,-3,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","07:00","2018-03-15","15:00",2018,74,-1,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","07:00","2018-03-15","15:00",2018,74,3,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","05:00","2018-03-15","13:00",2018,74,4,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","05:00","2018-03-15","13:00",2018,74,0,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","04:00","2018-03-15","12:00",2018,74,0,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","04:00","2018-03-15","12:00",2018,74,6,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","03:00","2018-03-15","11:00",2018,74,2,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","03:00","2018-03-15","11:00",2018,74,6,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","02:00","2018-03-15","10:00",2018,74,2,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","02:00","2018-03-15","10:00",2018,74,6,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-03-15","01:00","2018-03-15","09:00",2018,74,1,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-03-15","01:00","2018-03-15","09:00",2018,74,5,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","23:00","2018-02-08","07:00",2018,39,29,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","23:00","2018-02-08","07:00",2018,39,19,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","22:00","2018-02-08","06:00",2018,39,29,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","22:00","2018-02-08","06:00",2018,39,31,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","00:00","2018-02-07","08:00",2018,38,22,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","00:00","2018-02-07","08:00",2018,38,6,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","20:00","2018-02-08","04:00",2018,39,25,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","20:00","2018-02-08","04:00",2018,39,25,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","19:00","2018-02-08","03:00",2018,39,25,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","19:00","2018-02-08","03:00",2018,39,19,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","21:00","2018-02-08","05:00",2018,39,43,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","21:00","2018-02-08","05:00",2018,39,10,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","18:00","2018-02-08","02:00",2018,39,16,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","18:00","2018-02-08","02:00",2018,39,30,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","17:00","2018-02-08","01:00",2018,39,8,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","17:00","2018-02-08","01:00",2018,39,26,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","15:00","2018-02-07","23:00",2018,38,9,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","15:00","2018-02-07","23:00",2018,38,31,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","14:00","2018-02-07","22:00",2018,38,11,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","14:00","2018-02-07","22:00",2018,38,25,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","16:00","2018-02-08","00:00",2018,39,11,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","16:00","2018-02-08","00:00",2018,39,40,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","13:00","2018-02-07","21:00",2018,38,8,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","13:00","2018-02-07","21:00",2018,38,15,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","11:00","2018-02-07","19:00",2018,38,22,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","11:00","2018-02-07","19:00",2018,38,10,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","12:00","2018-02-07","20:00",2018,38,10,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","12:00","2018-02-07","20:00",2018,38,28,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","09:00","2018-02-07","17:00",2018,38,41,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","09:00","2018-02-07","17:00",2018,38,17,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","08:00","2018-02-07","16:00",2018,38,77,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","08:00","2018-02-07","16:00",2018,38,12,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","10:00","2018-02-07","18:00",2018,38,21,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","10:00","2018-02-07","18:00",2018,38,24,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","06:00","2018-02-07","14:00",2018,38,44,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","06:00","2018-02-07","14:00",2018,38,4,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","07:00","2018-02-07","15:00",2018,38,59,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","07:00","2018-02-07","15:00",2018,38,8,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","05:00","2018-02-07","13:00",2018,38,41,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","05:00","2018-02-07","13:00",2018,38,4,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","04:00","2018-02-07","12:00",2018,38,21,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","04:00","2018-02-07","12:00",2018,38,4,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","03:00","2018-02-07","11:00",2018,38,21,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","03:00","2018-02-07","11:00",2018,38,10,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","02:00","2018-02-07","10:00",2018,38,16,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","02:00","2018-02-07","10:00",2018,38,9,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-02-07","01:00","2018-02-07","09:00",2018,38,17,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-02-07","01:00","2018-02-07","09:00",2018,38,5,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","23:00","2018-09-20","07:00",2018,263,42,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","23:00","2018-09-20","07:00",2018,263,27,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","22:00","2018-09-20","06:00",2018,263,30,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","22:00","2018-09-20","06:00",2018,263,26,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","00:00","2018-09-19","08:00",2018,262,22,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","20:00","2018-09-20","04:00",2018,263,24,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","20:00","2018-09-20","04:00",2018,263,38,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","19:00","2018-09-20","03:00",2018,263,32,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","19:00","2018-09-20","03:00",2018,263,32,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","21:00","2018-09-20","05:00",2018,263,19,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","21:00","2018-09-20","05:00",2018,263,34,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","18:00","2018-09-20","02:00",2018,263,36,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","18:00","2018-09-20","02:00",2018,263,28,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","17:00","2018-09-20","01:00",2018,263,38,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","17:00","2018-09-20","01:00",2018,263,36,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","15:00","2018-09-19","23:00",2018,262,73,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","15:00","2018-09-19","23:00",2018,262,49,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","14:00","2018-09-19","22:00",2018,262,64,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","14:00","2018-09-19","22:00",2018,262,34,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","16:00","2018-09-20","00:00",2018,263,55,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","16:00","2018-09-20","00:00",2018,263,42,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.14435,-117.85036,"WGS84",0,"06","037","0016","81102",3,"PM10 Total 0-10um STP","2018-09-19","13:00","2018-09-19","21:00",2018,262,74,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","13:00","2018-09-19","21:00",2018,262,22,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","11:00","2018-09-19","19:00",2018,262,23,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","12:00","2018-09-19","20:00",2018,262,27,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","09:00","2018-09-19","17:00",2018,262,37,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","08:00","2018-09-19","16:00",2018,262,30,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","10:00","2018-09-19","18:00",2018,262,24,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","06:00","2018-09-19","14:00",2018,262,64,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","07:00","2018-09-19","15:00",2018,262,45,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","05:00","2018-09-19","13:00",2018,262,53,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","04:00","2018-09-19","12:00",2018,262,33,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
34.669739,-118.130511,"NAD83",151.82,"06","037","9033","81102",2,"PM10 Total 0-10um STP","2018-09-19","03:00","2018-09-19","11:00",2018,262,25,"Micrograms/cubic meter (25 C)","1 HOUR","",4,,"","Equivalent","INSTRUMENT MET ONE 4 MODELS-BETA ATTENUATION"
